Image,Model,Condition,Precision,Recall,F1_Score,Dice,Panoptic Quality
X98655X5-x13515_y8897_w256_h256-img.tif,SAM,baseline,0.9708588605126087,0.6984894758563764,0.8124543953300818,0.8124543953300818,0.2042482912765066
X98655X5-x13515_y8897_w256_h256-img.tif,SAM,laplacian,0.9241937457927911,0.9972595955427156,0.9593374570228443,0.9593374570228443,0.17776597157167007
X98655X5-x13515_y8897_w256_h256-img.tif,SAM,unsharp,0.9702175073701804,0.6899876186545605,0.8064522353213576,0.8064522353213576,0.1659304869369875
Z99997Z8-x21504_y14848_w256_h256-img.tif,SAM,baseline,0.8383269195528679,0.9992173279941755,0.9117285590912111,0.9117285590912111,0.35475116461949197
Z99997Z8-x21504_y14848_w256_h256-img.tif,SAM,laplacian,0.8383113810839273,0.9997633782307972,0.9119466051253102,0.9119466051253102,0.36924630391135327
Z99997Z8-x21504_y14848_w256_h256-img.tif,SAM,unsharp,0.8383631557233012,0.9986348744084456,0.9115074387579641,0.9115074387579641,0.3544728177271825
X98655X5-x8960_y17920_w256_h256-img.tif,SAM,baseline,0.9663497233731708,0.6632911392405063,0.7866410613844399,0.7866410613844399,0.24671647358763257
X98655X5-x8960_y17920_w256_h256-img.tif,SAM,laplacian,0.9623467179610483,0.6579648199901365,0.7815661003710213,0.7815661003710213,0.19398708928492606
X98655X5-x8960_y17920_w256_h256-img.tif,SAM,unsharp,0.9651226547786492,0.665526878185106,0.787802718507059,0.787802718507059,0.18203613201953084
X98655X5-x8704_y17920_w256_h256-img.tif,SAM,baseline,0.9583936599862837,0.6262302700370118,0.7574984942782573,0.7574984942782573,0.20599029009874392
X98655X5-x8704_y17920_w256_h256-img.tif,SAM,laplacian,0.9578126640764465,0.6055501153507825,0.741994854743093,0.741994854743093,0.15907957169945341
X98655X5-x8704_y17920_w256_h256-img.tif,SAM,unsharp,0.9555506521525939,0.6468772302534398,0.7714842783479646,0.7714842783479646,0.1801685978280037
X98655X5-x9984_y16384_w256_h256-img.tif,SAM,baseline,0.9728905028496495,0.6255411606375562,0.7614752237804336,0.7614752237804336,0.2450851666266746
X98655X5-x9984_y16384_w256_h256-img.tif,SAM,laplacian,0.9410453344734391,0.9993027743096655,0.9692994872762731,0.9692994872762731,0.23607685831763595
X98655X5-x9984_y16384_w256_h256-img.tif,SAM,unsharp,0.9742797050401643,0.6234170544646765,0.7603227337446606,0.7603227337446606,0.2176721925450631
X98655X5-x10240_y15360_w256_h256-img.tif,SAM,baseline,0.9532991640127388,0.6408798193526805,0.7664762895465957,0.7664762895465957,0.190283017120382
