Image,Model,Condition,Precision,Recall,F1_Score,Dice,Panoptic Quality
W97933U4-x14715_y12825_w512_h512-img.tif,Cellpose,baseline,0.7794531238496312,0.864880320235275,0.819947644790037,0.819947644790037,0.5380728468034379
W97933U4-x14715_y12825_w512_h512-img.tif,Cellpose,clahe,0.7905256644554127,0.897573727636631,0.8406555570858009,0.8406555570858009,0.5804623601399537
W97933U4-x14715_y12825_w512_h512-img.tif,Cellpose,deconv,0.8453334660231212,0.8327097459357896,0.8389741226048594,0.8389741226048594,0.6295949965096242
W97728Y3-x7680_y19456_w512_h512-img.tif,Cellpose,baseline,0.6630596722339842,0.8061010486177311,0.7276169169212235,0.7276169169212235,0.5593062036394584
W97728Y3-x7680_y19456_w512_h512-img.tif,Cellpose,clahe,0.8922326148840992,0.836606291706387,0.8635245498376464,0.8635245498376464,0.7126273480584595
W97728Y3-x7680_y19456_w512_h512-img.tif,Cellpose,deconv,0.8365982731408411,0.8590085795996187,0.8476553313578853,0.8476553313578853,0.7111673432928204
W97938W4-x6380_y13137_w512_h512-img.tif,Cellpose,baseline,0.7643976138707699,0.6938765182186235,0.7274318911319203,0.7274318911319203,0.5166477650258939
W97938W4-x6380_y13137_w512_h512-img.tif,Cellpose,clahe,0.8783032229092542,0.6433704453441296,0.7427010763995385,0.7427010763995385,0.5184223819537689
W97938W4-x6380_y13137_w512_h512-img.tif,Cellpose,deconv,0.801954867488848,0.6186740890688259,0.6984916009598903,0.6984916009598903,0.4994898023220153
W97937Z5-x15698_y14637_w512_h512-img.tif,Cellpose,baseline,0.44429359006006747,0.3177578343386788,0.37052032046113464,0.37052032046113464,0.22547068343873422
W97937Z5-x15698_y14637_w512_h512-img.tif,Cellpose,clahe,0.8017686367092153,0.5895836398411064,0.6794967444384157,0.6794967444384157,0.3821013861675971
W97937Z5-x15698_y14637_w512_h512-img.tif,Cellpose,deconv,0.5724799739763348,0.828542003825217,0.6771110122518667,0.6771110122518667,0.33005988525790253
W97727X8-x9728_y11776_w512_h512-img.tif,Cellpose,baseline,0.7791563275434243,0.13664055700609226,0.23250647908182154,0.23250647908182154,0.09778130299683438
W97727X8-x9728_y11776_w512_h512-img.tif,Cellpose,clahe,0.9625668449197861,0.2741514360313316,0.42675698560541914,0.42675698560541914,0.22067157205687862
W97727X8-x9728_y11776_w512_h512-img.tif,Cellpose,deconv,0.8457960644007155,0.5143603133159269,0.639696928697064,0.639696928697064,0.3791128300847883
W97727X8-x15360_y14848_w512_h512-img.tif,Cellpose,baseline,0.8825988700564972,0.6076234928043562,0.7197419949320433,0.7197419949320433,0.47653741774435693
W97727X8-x15360_y14848_w512_h512-img.tif,Cellpose,clahe,0.9556729444189251,0.6473745624270711,0.7718777535593377,0.7718777535593377,0.46934952358679377
W97727X8-x15360_y14848_w512_h512-img.tif,Cellpose,deconv,0.912970784934882,0.8070789576040451,0.8567653495189727,0.8567653495189727,0.5844333166363942
W97728Y3-x9728_y9216_w512_h512-img.tif,Cellpose,baseline,0.9681528662420382,0.03315881326352531,0.0641214933558321,0.0641214933558321,0.03350970017636684
W97728Y3-x9728_y9216_w512_h512-img.tif,Cellpose,clahe,0.9472941176470588,0.6587041884816754,0.7770700636942676,0.7770700636942676,0.5383086468002698
W97728Y3-x9728_y9216_w512_h512-img.tif,Cellpose,deconv,0.8495794161306284,0.5618455497382199,0.6763836911561946,0.6763836911561946,0.5033306537813288
W97937Z5-x8253_y18750_w512_h512-img.tif,Cellpose,baseline,0.29287323848922076,0.6746987951807228,0.40844756622380657,0.40844756622380657,0.07403969845240257
W97937Z5-x8253_y18750_w512_h512-img.tif,Cellpose,clahe,0.8300418910831837,0.6447913841862627,0.7257821868527199,0.7257821868527199,0.39511449571729523
W97937Z5-x8253_y18750_w512_h512-img.tif,Cellpose,deconv,0.7188753393023538,0.6874055708364003,0.7027883396704689,0.7027883396704689,0.34868735667348927
W97939U8-x12288_y10240_w512_h512-img.tif,Cellpose,baseline,0.6919518963922294,0.17292798520402267,0.2767039674465921,0.2767039674465921,0.19437043720558153
W97939U8-x12288_y10240_w512_h512-img.tif,Cellpose,clahe,0.6640430609861372,0.7558085770431164,0.7069604000540614,0.7069604000540614,0.5306664524752649
W97939U8-x12288_y10240_w512_h512-img.tif,Cellpose,deconv,0.7375943122460824,0.5876199283319847,0.6541208260953484,0.6541208260953484,0.5161317631095143
W97937Z5-x18915_y4265_w512_h512-img.tif,Cellpose,baseline,0.7852930396828042,0.47644942184846767,0.5930725582214618,0.5930725582214618,0.37966080779352973
W97937Z5-x18915_y4265_w512_h512-img.tif,Cellpose,clahe,0.8782830142366225,0.5786569095172637,0.6976602485985864,0.6976602485985864,0.4748586172655566
W97937Z5-x18915_y4265_w512_h512-img.tif,Cellpose,deconv,0.720595097089121,0.811696450230452,0.7634375891244415,0.7634375891244415,0.476186565282429
